*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],sameAs[0],*status,instructionNumber,has element type
has contributor corporate body of speech,rdam:contributorCorporateBodyOfSpeech.en,Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.,,,,,,,,,,,contributor corporate body of speech,A corporate body who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.,rdam:P30400,property,rdac:C10007,rdam:P30394,rdam:P30371,,Published,,2
has contributor corporate body of still image,rdam:contributorCorporateBodyOfStillImage.en,Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a still image work that is embodied by an aggregate.,,,,,,,,,,,contributor corporate body of still image,A corporate body who is a contributor to aggregate who creates an expression of a still image work that is embodied by an aggregate.,rdam:P30401,property,rdac:C10007,rdam:P30394,rdam:P30372,,Published,,2
has contributor corporate body of text,rdam:contributorCorporateBodyOfText.en,Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.,,,,,,,,,,,contributor corporate body of text,A corporate body who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.,rdam:P30402,property,rdac:C10007,rdam:P30394,rdam:P30373,,Published,,2
has contributor corporate body to aggregate,rdam:contributorCorporateBodyToAggregate.en,Relates a manifestation to a corporate body who is responsible for creating an expression of a work that is embodied by an aggregate.,,,,,,,,,,,contributor corporate body to aggregate,A corporate body who is responsible for creating an expression of a work that is embodied by an aggregate.,rdam:P30394,property,rdac:C10007,rdam:P30270,rdam:P30365,,Published,,2
has contributor family of cartography,rdam:contributorFamilyOfCartography.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.,,,,,,,,,,,contributor family of cartography,A family who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.,rdam:P30425,property,rdac:C10007,rdam:P30423,rdam:P30367,,Published,,2
has contributor family of choreography,rdam:contributorFamilyOfChoreography.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.,,,,,,,,,,,contributor family of choreography,A family who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.,rdam:P30426,property,rdac:C10007,rdam:P30423,rdam:P30368,,Published,,2
has contributor family of computer content,rdam:contributorFamilyOfComputerContent.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.,,,,,,,,,,,contributor family of computer content,A family who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.,rdam:P30433,property,rdac:C10007,rdam:P30423,rdam:P30375,,Published,,2
has contributor family of moving image,rdam:contributorFamilyOfMovingImage.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.,,,,,,,,,,,contributor family of moving image,A family who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.,rdam:P30427,property,rdac:C10007,rdam:P30423,rdam:P30369,,Published,,2
has contributor family of music,rdam:contributorFamilyOfMusic.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.,,,,,,,,,,,contributor family of music,A family who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.,rdam:P30428,property,rdac:C10007,rdam:P30423,rdam:P30370,,Published,,2
has contributor family of object,rdam:contributorFamilyOfObject.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.,,,,,,,,,,,contributor family of object,A family who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.,rdam:P30432,property,rdac:C10007,rdam:P30423,rdam:P30374,,Published,,2
has contributor family of speech,rdam:contributorFamilyOfSpeech.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.,,,,,,,,,,,contributor family of speech,A family who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.,rdam:P30429,property,rdac:C10007,rdam:P30423,rdam:P30371,,Published,,2
has contributor family of still image,rdam:contributorFamilyOfStillImage.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a still image work that is embodied by an aggregate.,,,,,,,,,,,contributor family of still image,A family who is a contributor to aggregate who creates an expression of a still image work that is embodied by an aggregate.,rdam:P30430,property,rdac:C10007,rdam:P30423,rdam:P30372,,Published,,2
has contributor family of text,rdam:contributorFamilyOfText.en,Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.,,,,,,,,,,,contributor family of text,A family who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.,rdam:P30431,property,rdac:C10007,rdam:P30423,rdam:P30373,,Published,,2
has contributor family to aggregate,rdam:contributorFamilyToAggregate.en,Relates a manifestation to a family who is responsible for creating an expression of a work that is embodied by an aggregate.,,,,,,,,,,,contributor family to aggregate,A family who is responsible for creating an expression of a work that is embodied by an aggregate.,rdam:P30423,property,rdac:C10007,rdam:P30269,rdam:P30365,,Published,,2
has contributor person of cartography,rdam:contributorPersonOfCartography.en,Relates a manifestation to a person who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.,,,,,,,,,,,contributor person of cartography,A person who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.,rdam:P30338,property,rdac:C10007,rdam:P30336,rdam:P30315,,Published,,2
has contributor person of choreography,rdam:contributorPersonOfChoreography.en,Relates a manifestation to a person who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.,,,,,,,,,,,contributor person of choreography,A person who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.,rdam:P30339,property,rdac:C10007,rdam:P30336,rdam:P30316,,Published,,2
has contributor person of computer content,rdam:contributorPersonOfComputerContent.en,Relates a manifestation to a person who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.,,,,,,,,,,,contributor person of computer content,A person who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.,rdam:P30346,property,rdac:C10007,rdam:P30336,rdam:P30333,,Published,,2
has contributor person of moving image,rdam:contributorPersonOfMovingImage.en,Relates a manifestation to a person who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.,,,,,,,,,,,contributor person of moving image,A person who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.,rdam:P30340,property,rdac:C10007,rdam:P30336,rdam:P30326,,Published,,2
